Total word count: 25652
Unique word count: 6342
Word frequencies:
borrow'd: 2
forty: 2
Mantua.: 2
speed: 2
Hall: 2
try: 2
See: 2
county;: 2
well:: 2
city: 2
fit: 2
Tush,: 2
to-night;: 2
to-night,: 2
work: 2
Laying: 2
tomb,: 2
mouth: 2
buried: 2
hearing: 2
look!: 2
stir,: 2
jealous: 2
logs,: 2
trouble: 2
say.: 2
madam!: 2
alas!: 2
Help,: 2
woe!: 2
woful,: 2
ever,: 2
detestable: 2
joys: 2
buried.: 2
seeing: 2
advanced: 2
instruments: 2
Paris;: 2
re: 2
fa: 2
'silver: 2
sound'?: 2
'music: 2
sound,': 2
musicians: 2
Third: 2
dreamt: 2
BALTHASAR,: 2
friar?: 2
Capel's: 2
kindred's: 2
post: 2
defy: 2
patience:: 2
shop: 2
apothecary!: 2
drugs: 2
poverty,: 2
friar!: 2
Mantua: 2
letter,: 2
John,: 2
crow,: 2
churchyard;: 2
torch,: 2
approach.: 2
obsequies: 2
mattock: 2
letter;: 2
aloof,: 2
joint: 2
intents: 2
Montague!: 2
watch.: 2
Falls: 2
Dies: 2
grave?: 2
lantern,: 2
spade: 2
intents.: 2
Noise: 2
meantime: 2
herself.: 2
Shakespeare: 1
homepage: 1
Entire: 1
households,: 1
alike: 1
dignity,: 1
scene,: 1
grudge: 1
mutiny,: 1
unclean.: 1
loins: 1
foes: 1
star-cross'd: 1
misadventured: 1
overthrows: 1
strife.: 1
passage: 1
death-mark'd: 1
continuance: 1
children's: 1
remove,: 1
hours': 1
traffic: 1
stage;: 1
patient: 1
attend,: 1
miss,: 1
strive: 1
mend.: 1
Verona.: 1
GREGORY,: 1
armed: 1
bucklers: 1
coals.: 1
colliers.: 1
choler,: 1
neck: 1
collar.: 1
quickly,: 1
strike.: 1
moves: 1
stir;: 1
moved,: 1
runn'st: 1
Montague's.: 1
slave;: 1
weakest: 1
True;: 1
women,: 1
weaker: 1
vessels,: 1
push: 1
Montague's: 1
masters: 1
tyrant:: 1
heads.: 1
maids?: 1
maidenheads;: 1
wilt.: 1
Me: 1
fish;: 1
hadst,: 1
Draw: 1
tool!: 1
Montagues.: 1
naked: 1
out:: 1
run?: 1
sides;: 1
begin.: 1
list.: 1
dare.: 1
disgrace: 1
[Aside: 1
GREGORY]: 1
ay?: 1
Quarrel: 1
better.: 1
'better:': 1
master's: 1
kinsmen.: 1
better,: 1
swashing: 1
Part,: 1
fools!: 1
swords;: 1
Beats: 1
drawn: 1
heartless: 1
hinds?: 1
peace:: 1
drawn,: 1
coward!: 1
several: 1
houses,: 1
join: 1
fray;: 1
clubs: 1
Clubs,: 1
bills,: 1
partisans!: 1
strike!: 1
Down: 1
Capulets!: 1
Montagues!: 1
gown,: 1
crutch,: 1
crutch!: 1
sword?: 1
Old: 1
flourishes: 1
blade: 1
spite: 1
Capulet,--Hold: 1
PRINCE,: 1
Rebellious: 1
subjects,: 1
enemies: 1
Profaners: 1
neighbour-stained: 1
steel,--: 1
hear?: 1
beasts,: 1
pernicious: 1
purple: 1
fountains: 1
issuing: 1
Throw: 1
mistemper'd: 1
weapons: 1
prince.: 1
brawls,: 1
bred: 1
thrice: 1
disturb'd: 1
quiet: 1
Cast: 1
beseeming: 1
ornaments,: 1
wield: 1
partisans,: 1
Canker'd: 1
canker'd: 1
hate:: 1
streets: 1
depart: 1
away:: 1
along: 1
Free-town,: 1
judgment-place.: 1
Once: 1
depart.: 1
abroach?: 1
Speak,: 1
nephew,: 1
began?: 1
servants: 1
adversary,: 1
fighting: 1
approach:: 1
them:: 1
instant: 1
prepared,: 1
defiance: 1
ears,: 1
swung: 1
hiss'd: 1
scorn:: 1
While: 1
interchanging: 1
thrusts: 1
blows,: 1
parted: 1
part.: 1
Right: 1
fray.: 1
worshipp'd: 1
Peer'd: 1
troubled: 1
drave: 1
abroad;: 1
grove: 1
sycamore: 1
westward: 1
rooteth: 1
city's: 1
walking: 1
made,: 1
ware: 1
stole: 1
covert: 1
wood:: 1
measuring: 1
own,: 1
busied: 1
they're: 1
Pursued: 1
pursuing: 1
his,: 1
shunn'd: 1
fled: 1
seen,: 1
augmenting: 1
dew.: 1
Adding: 1
all-cheering: 1
furthest: 1
east: 1
shady: 1
Aurora's: 1
steals: 1
pens: 1
himself,: 1
Shuts: 1
windows,: 1
artificial: 1
Black: 1
portentous: 1
remove.: 1
cause?: 1
neither: 1
importuned: 1
means?: 1
friends:: 1
affections': 1
counsellor,: 1
himself--I: 1
true--: 1
sounding: 1
discovery,: 1
bit: 1
worm,: 1
spread: 1
leaves: 1
dedicate: 1
grow.: 1
willingly: 1
know.: 1
comes:: 1
aside;: 1
grievance,: 1
denied.: 1
Good-morrow,: 1
cousin.: 1
young?: 1
seem: 1
went: 1
fast?: 1
was.: 1
lengthens: 1
hours?: 1
having,: 1
Out--: 1
favour,: 1
tyrannous: 1
proof!: 1
view: 1
muffled: 1
still,: 1
Should,: 1
pathways: 1
will!: 1
dine?: 1
fray: 1
brawling: 1
create!: 1
lightness!: 1
serious: 1
vanity!: 1
Mis-shapen: 1
chaos: 1
well-seeming: 1
forms!: 1
Feather: 1
lead,: 1
smoke,: 1
health!: 1
Still-waking: 1
laugh?: 1
oppression.: 1
transgression.: 1
Griefs: 1
propagate,: 1
prest: 1
thine:: 1
shown: 1
add: 1
smoke: 1
fume: 1
purged,: 1
sparkling: 1
vex'd: 1
sea: 1
nourish'd: 1
madness: 1
discreet,: 1
choking: 1
gall: 1
preserving: 1
coz.: 1
along;: 1
wrong.: 1
where.: 1
groan: 1
Groan!: 1
no.: 1
sadly: 1
who.: 1
ill!: 1
aim'd: 1
near,: 1
loved.: 1
mark-man!: 1
mark,: 1
soonest: 1
hit.: 1
miss:: 1
arrow;: 1
Dian's: 1
chastity: 1
arm'd,: 1
childish: 1
unharm'd.: 1
terms,: 1
bide: 1
assailing: 1
lap: 1
saint-seducing: 1
gold:: 1
beauty,: 1
store.: 1
chaste?: 1
hath,: 1
sparing: 1
huge: 1
starved: 1
severity: 1
Cuts: 1
posterity.: 1
bliss: 1
despair:: 1
forsworn: 1
think.: 1
liberty: 1
beauties.: 1
exquisite,: 1
question: 1
masks: 1
ladies': 1
fair;: 1
strucken: 1
treasure: 1
lost:: 1
serve,: 1
pass'd: 1
forget.: 1
doctrine,: 1
penalty: 1
alike;: 1
hard,: 1
both;: 1
lived: 1
odds: 1
suit?: 1
saying: 1
before:: 1
stranger: 1
world;: 1
summers: 1
wither: 1
pride,: 1
ripe: 1
Younger: 1
mothers: 1
marr'd: 1
swallow'd: 1
hopes: 1
hopeful: 1
earth:: 1
woo: 1
agree,: 1
scope: 1
choice: 1
according: 1
voice.: 1
accustom'd: 1
Whereto: 1
invited: 1
guest,: 1
store,: 1
number: 1
Earth-treading: 1
well-apparell'd: 1
April: 1
heel: 1
limping: 1
winter: 1
treads,: 1
female: 1
buds: 1
Inherit: 1
house;: 1
number,: 1
Servant,: 1
paper: 1
trudge: 1
Verona;: 1
welcome: 1
shoemaker: 1
meddle: 1
yard,: 1
last,: 1
fisher: 1
pencil,: 1
painter: 1
nets;: 1
writing: 1
learned.--In: 1
burns: 1
burning,: 1
lessen'd: 1
anguish;: 1
giddy,: 1
holp: 1
turning;: 1
cures: 1
languish:: 1
infection: 1
rank: 1
plaintain-leaf: 1
excellent: 1
broken: 1
shin.: 1
mad-man: 1
is;: 1
Shut: 1
kept: 1
Whipp'd: 1
tormented: 1
and--God-den,: 1
gi': 1
read?: 1
misery.: 1
Perhaps: 1
learned: 1
book:: 1
see?: 1
language.: 1
Ye: 1
honestly:: 1
fellow;: 1
read.: 1
Reads: 1
'Signior: 1
Martino: 1
Anselme: 1
sisters;: 1
widow: 1
Vitravio;: 1
Placentio: 1
nieces;: 1
Valentine;: 1
uncle: 1
niece: 1
Rosaline;: 1
Livia;: 1
Valentio: 1
Lucio: 1
lively: 1
Helena.': 1
assembly:: 1
whither: 1
come?: 1
Up.: 1
Whither?: 1
supper;: 1
house?: 1
master's.: 1
ask'd: 1
asking:: 1
crush: 1
wine.: 1
Rest: 1
feast: 1
Sups: 1
Rosaline: 1
lovest,: 1
admired: 1
beauties: 1
Verona:: 1
thither;: 1
unattainted: 1
Compare: 1
show,: 1
swan: 1
crow.: 1
devout: 1
religion: 1
Maintains: 1
falsehood,: 1
fires;: 1
these,: 1
drown'd: 1
Transparent: 1
heretics,: 1
liars!: 1
all-seeing: 1
Ne'er: 1
match: 1
begun.: 1
Herself: 1
poised: 1
eye:: 1
crystal: 1
scales: 1
weigh'd: 1
shining: 1
scant: 1
shown,: 1
splendor: 1
daughter?: 1
maidenhead,: 1
year: 1
ladybird!: 1
forbid!: 1
mother.: 1
matter:--Nurse,: 1
secret:--nurse,: 1
remember'd: 1
thou's: 1
counsel.: 1
age.: 1
teeth,--: 1
teeth: 1
spoken,: 1
four--: 1
Lammas-tide?: 1
fortnight: 1
odd: 1
odd,: 1
she--God: 1
Christian: 1
souls!--: 1
age:: 1
God;: 1
fourteen;: 1
earthquake: 1
wean'd,--I: 1
it,--: 1
dug,: 1
Sitting: 1
dove-house: 1
wall;: 1
Mantua:--: 1
brain:--but,: 1
nipple: 1
dug: 1
bitter,: 1
tetchy: 1
dug!: 1
Shake: 1
dove-house:: 1
need,: 1
trow,: 1
trudge:: 1
rood,: 1
waddled: 1
about;: 1
broke: 1
brow:: 1
husband--God: 1
A': 1
man--took: 1
child:: 1
'dost: 1
holidame,: 1
about!: 1
'Wilt: 1
Enough: 1
madam:: 1
laugh,: 1
its: 1
bump: 1
cockerel's: 1
stone;: 1
parlous: 1
knock;: 1
cried: 1
bitterly:: 1
husband,'fall'st: 1
comest: 1
age;: 1
stint: 1
grace!: 1
babe: 1
nursed:: 1
once,: 1
wish.: 1
'marry': 1
theme: 1
married?: 1
honour!: 1
teat.: 1
younger: 1
esteem,: 1
mothers:: 1
count,: 1
maid.: 1
brief:: 1
seeks: 1
world--why,: 1
wax.: 1
flower;: 1
feast;: 1
Read: 1
pen;: 1
lineament,: 1
content: 1
obscured: 1
margent: 1
unbound: 1
lover,: 1
beautify: 1
lacks: 1
cover:: 1
fish: 1
pride: 1
hide:: 1
many's: 1
glory,: 1
clasps: 1
story;: 1
possess,: 1
less.: 1
less!: 1
bigger;: 1
grow: 1
briefly,: 1
looking: 1
liking: 1
move:: 1
endart: 1
supper: 1
called,: 1
pantry,: 1
extremity.: 1
wait;: 1
stays.: 1
nights: 1
ROMEO,: 1
six: 1
Maskers,: 1
Torch-bearers,: 1
speech: 1
excuse?: 1
apology?: 1
prolixity:: 1
hoodwink'd: 1
scarf,: 1
Bearing: 1
Tartar's: 1
painted: 1
lath,: 1
Scaring: 1
crow-keeper;: 1
without-book: 1
prologue,: 1
faintly: 1
After: 1
prompter,: 1
entrance:: 1
torch:: 1
ambling;: 1
heavy,: 1
nimble: 1
soles:: 1
stakes: 1
move.: 1
lover;: 1
borrow: 1
wings,: 1
bound.: 1
sore: 1
enpierced: 1
shaft: 1
feathers,: 1
pitch: 1
woe:: 1
sink.: 1
sink: 1
thing?: 1
rough,: 1
rude,: 1
boisterous,: 1
pricks: 1
thorn.: 1
Prick: 1
pricking,: 1
visage: 1
visor!: 1
curious: 1
quote: 1
deformities?: 1
beetle: 1
knock: 1
enter;: 1
sooner: 1
betake: 1
legs.: 1
wantons: 1
Tickle: 1
senseless: 1
rushes: 1
heels,: 1
proverb'd: 1
grandsire: 1
phrase;: 1
candle-holder,: 1
on.: 1
game: 1
dun's: 1
constable's: 1
dun,: 1
mire: 1
sir-reverence: 1
wherein: 1
stick'st: 1
Up: 1
daylight,: 1
waste: 1
vain,: 1
lamps: 1
meaning,: 1
Five: 1
wits.: 1
mask;: 1
ask?: 1
dream'd: 1
yours?: 1
dreamers: 1
Queen: 1
midwife,: 1
bigger: 1
agate-stone: 1
fore-finger: 1
alderman,: 1
Drawn: 1
team: 1
atomies: 1
Athwart: 1
noses: 1
asleep;: 1
wagon-spokes: 1
spiders': 1
legs,: 1
cover: 1
grasshoppers,: 1
traces: 1
smallest: 1
spider's: 1
web,: 1
collars: 1
moonshine's: 1
watery: 1
cricket's: 1
lash: 1
film,: 1
grey-coated: 1
gnat,: 1
round: 1
worm: 1
Prick'd: 1
lazy: 1
chariot: 1
hazel-nut: 1
Made: 1
joiner: 1
squirrel: 1
grub,: 1
Time: 1
coachmakers.: 1
brains,: 1
courtiers': 1
court'sies: 1
lawyers': 1
fingers,: 1
fees,: 1
': 1
angry: 1
blisters: 1
plagues,: 1
breaths: 1
sweetmeats: 1
tainted: 1
are:: 1
courtier's: 1
nose,: 1
smelling: 1
suit;: 1
sometime: 1
tithe-pig's: 1
tail: 1
Tickling: 1
parson's: 1
nose: 1
benefice:: 1
driveth: 1
neck,: 1
cutting: 1
foreign: 1
throats,: 1
breaches,: 1
ambuscadoes,: 1
Spanish: 1
blades,: 1
healths: 1
five-fathom: 1
anon: 1
Drums: 1
wakes,: 1
frighted: 1
swears: 1
prayer: 1
plats: 1
manes: 1
horses: 1
bakes: 1
elflocks: 1
sluttish: 1
hairs,: 1
untangled,: 1
misfortune: 1
bodes:: 1
hag,: 1
backs,: 1
learns: 1
bear,: 1
Making: 1
carriage:: 1
she--: 1
talk'st: 1
nothing.: 1
True,: 1
idle: 1
brain,: 1
Begot: 1
fantasy,: 1
thin: 1
wooes: 1
frozen: 1
north,: 1
anger'd,: 1
puffs: 1
thence,: 1
Turning: 1
dew-dropping: 1
south.: 1
of,: 1
ourselves;: 1
Supper: 1
early:: 1
misgives: 1
consequence: 1
hanging: 1
bitterly: 1
revels: 1
expire: 1
despised: 1
breast: 1
He,: 1
steerage: 1
Direct: 1
On,: 1
Strike,: 1
drum.: 1
hall: 1
waiting.: 1
napkins: 1
Potpan,: 1
shift: 1
trencher?: 1
scrape: 1
trencher!: 1
unwashed: 1
joint-stools,: 1
court-cupboard,: 1
plate.: 1
marchpane;: 1
lovest: 1
porter: 1
Grindstone: 1
Nell.: 1
Antony,: 1
Potpan!: 1
ready.: 1
looked: 1
called: 1
Cheerly,: 1
boys;: 1
brisk: 1
liver: 1
Guests: 1
Maskers: 1
toes: 1
Unplagued: 1
corns: 1
bout: 1
mistresses!: 1
dainty,: 1
She,: 1
corns;: 1
whispering: 1
please:: 1
play.: 1
hall,: 1
hall!: 1
room!: 1
girls.: 1
plays,: 1
dance: 1
knaves;: 1
tables: 1
unlook'd-for: 1
mask?: 1
By'r: 1
thirty: 1
years.: 1
nuptials: 1
Lucentio,: 1
pentecost: 1
mask'd.: 1
elder,: 1
thirty.: 1
ward: 1
Servingman]: 1
enrich: 1
knight?: 1
bright!: 1
seems: 1
jewel: 1
Ethiope's: 1
Beauty: 1
use,: 1
snowy: 1
dove: 1
trooping: 1
crows,: 1
shows.: 1
touching: 1
hand.: 1
forswear: 1
This,: 1
Fetch: 1
rapier,: 1
boy.: 1
cover'd: 1
antic: 1
fleer: 1
stock: 1
kin,: 1
Uncle,: 1
spite,: 1
solemnity: 1
Content: 1
bears: 1
portly: 1
gentleman;: 1
brags: 1
well-govern'd: 1
youth:: 1
wealth: 1
town: 1
disparagement:: 1
respect,: 1
frowns,: 1
semblance: 1
feast.: 1
fits,: 1
guest:: 1
endured:: 1
goodman: 1
shall:: 1
to.: 1
mend: 1
mutiny: 1
guests!: 1
cock-a-hoop!: 1
you'll: 1
shame.: 1
to,: 1
indeed?: 1
trick: 1
scathe: 1
contrary: 1
princox;: 1
quiet,: 1
or--More: 1
light!: 1
cheerly,: 1
Patience: 1
wilful: 1
choler: 1
Makes: 1
flesh: 1
tremble: 1
different: 1
greeting.: 1
withdraw:: 1
intrusion: 1
convert: 1
gall.: 1
JULIET]: 1
profane: 1
unworthiest: 1
shrine,: 1
blushing: 1
pilgrims,: 1
wrong: 1
mannerly: 1
devotion: 1
pilgrims': 1
touch,: 1
palmers': 1
palmers: 1
prayer.: 1
do;: 1
despair.: 1
Saints: 1
move,: 1
prayers': 1
sake.: 1
prayer's: 1
take.: 1
purged.: 1
took.: 1
Sin: 1
lips?: 1
trespass: 1
sweetly: 1
urged!: 1
book.: 1
bachelor,: 1
nursed: 1
withal;: 1
chinks.: 1
Capulet?: 1
account!: 1
foe's: 1
Away,: 1
begone;: 1
fear;: 1
unrest.: 1
gentlemen,: 1
trifling: 1
banquet: 1
towards.: 1
e'en: 1
gentlemen;: 1
fay,: 1
waxes: 1
rest.: 1
Tiberio.: 1
door?: 1
Petrucio.: 1
follows: 1
sprung: 1
unknown,: 1
late!: 1
Prodigious: 1
birth: 1
rhyme: 1
danced: 1
withal.: 1
'Juliet.': 1
anon!: 1
away;: 1
strangers: 1
II: 1
death-bed: 1
affection: 1
gapes: 1
groan'd: 1
match'd,: 1
fair.: 1
beloved: 1
Alike: 1
betwitched: 1
charm: 1
foe: 1
complain,: 1
bait: 1
hooks:: 1
access: 1
breathe: 1
vows: 1
swear;: 1
new-beloved: 1
where:: 1
passion: 1
power,: 1
Tempering: 1
extremities: 1
extreme: 1
lane: 1
centre: 1
climbs: 1
leaps: 1
wise;: 1
leap'd: 1
Call,: 1
humours!: 1
madman!: 1
passion!: 1
lover!: 1
Appear: 1
sigh:: 1
rhyme,: 1
satisfied;: 1
Cry: 1
'Ay: 1
me!': 1
'love': 1
'dove;': 1
gossip: 1
nick-name: 1
purblind: 1
heir,: 1
Adam: 1
Cupid,: 1
trim,: 1
King: 1
Cophetua: 1
beggar-maid!: 1
heareth: 1
stirreth: 1
moveth: 1
ape: 1
Rosaline's: 1
forehead: 1
lip,: 1
quivering: 1
thigh: 1
demesnes: 1
adjacent: 1
us!: 1
'twould: 1
circle: 1
letting: 1
conjured: 1
down;: 1
spite:: 1
invocation: 1
honest,: 1
mistres: 1
s': 1
trees,: 1
consorted: 1
humorous: 1
Blind: 1
befits: 1
dark.: 1
mark.: 1
medlar: 1
tree,: 1
fruit: 1
medlars,: 1
laugh: 1
et: 1
caetera,: 1
poperin: 1
pear!: 1
truckle-bed;: 1
field-bed: 1
go?: 1
found.: 1
jests: 1
scars: 1
wound.: 1
appears: 1
breaks?: 1
Arise,: 1
envious;: 1
livery: 1
fools: 1
off.: 1
were!: 1
nothing:: 1
discourses;: 1
fairest: 1
business,: 1
twinkle: 1
spheres: 1
head?: 1
brightness: 1
lamp;: 1
region: 1
stream: 1
birds: 1
leans: 1
hand!: 1
glove: 1
cheek!: 1
angel!: 1
glorious: 1
winged: 1
white-upturned: 1
wondering: 1
mortals: 1
bestrides: 1
lazy-pacing: 1
sails: 1
air.: 1
Deny: 1
refuse: 1
Capulet.: 1
enemy;: 1
arm,: 1
Belonging: 1
name!: 1
name?: 1
rose: 1
smell: 1
sweet;: 1
would,: 1
call'd,: 1
Retain: 1
perfection: 1
owes: 1
title.: 1
doff: 1
myself.: 1
baptized;: 1
Henceforth: 1
bescreen'd: 1
stumblest: 1
counsel?: 1
am:: 1
myself,: 1
enemy: 1
tongue's: 1
utterance,: 1
sound:: 1
Neither,: 1
dislike.: 1
wherefore?: 1
walls: 1
hard: 1
climb,: 1
considering: 1
o'er-perch: 1
walls;: 1
limits: 1
attempt;: 1
peril: 1
swords:: 1
enmity.: 1
cloak: 1
sight;: 1
prorogued,: 1
direction: 1
found'st: 1
prompt: 1
inquire;: 1
pilot;: 1
vast: 1
shore: 1
farthest: 1
adventure: 1
merchandise.: 1
mask: 1
maiden: 1
bepaint: 1
Fain: 1
fain,: 1
spoke:: 1
farewell: 1
compliment!: 1
'Ay,': 1
swear'st,: 1
perjuries: 1
Jove: 1
laughs.: 1
faithfully:: 1
won,: 1
perverse: 1
woo;: 1
else,: 1
fond,: 1
'havior: 1
strange.: 1
strange,: 1
confess,: 1
overheard'st,: 1
ware,: 1
passion:: 1
impute: 1
yielding: 1
discovered.: 1
moon: 1
tips: 1
fruit-tree: 1
tops--: 1
monthly: 1
changes: 1
circled: 1
orb,: 1
variable.: 1
by?: 1
gracious: 1
self,: 1
god: 1
idolatry,: 1
love--: 1
swear:: 1
although: 1
contract: 1
rash,: 1
unadvised,: 1
sudden;: 1
'It: 1
lightens.': 1
summer's: 1
ripening: 1
meet.: 1
repose: 1
unsatisfied?: 1
satisfaction: 1
request: 1
Wouldst: 1
purpose,: 1
frank,: 1
bounty: 1
boundless: 1
have,: 1
infinite.: 1
nurse!: 1
little,: 1
blessed,: 1
afeard.: 1
flattering-sweet: 1
substantial.: 1
indeed.: 1
bent: 1
honourable,: 1
purpose: 1
procure: 1
perform: 1
rite;: 1
fortunes: 1
throughout: 1
anon.--But: 1
mean'st: 1
come:--: 1
suit,: 1
grief:: 1
send.: 1
thrive: 1
soul--: 1
worse,: 1
schoolboys: 1
books,: 1
school: 1
looks.: 1
Retiring: 1
Hist!: 1
hist!: 1
falconer's: 1
lure: 1
tassel-gentle: 1
Bondage: 1
hoarse,: 1
aloud;: 1
cave: 1
Echo: 1
hoarse: 1
repetition: 1
name.: 1
silver-sweet: 1
tongues: 1
softest: 1
attending: 1
ears!: 1
dear?: 1
o'clock: 1
fail:: 1
Remembering: 1
company.: 1
Forgetting: 1
morning;: 1
wanton's: 1
bird;: 1
lets: 1
hop: 1
prisoner: 1
twisted: 1
gyves,: 1
thread: 1
plucks: 1
loving-jealous: 1
liberty.: 1
bird.: 1
cherishing.: 1
parting: 1
morrow.: 1
rest!: 1
crave,: 1
tell.: 1
basket: 1
grey-eyed: 1
morn: 1
frowning: 1
Chequering: 1
eastern: 1
flecked: 1
darkness: 1
drunkard: 1
reels: 1
path: 1
Titan's: 1
wheels:: 1
advance: 1
burning: 1
dank: 1
dew: 1
up-fill: 1
osier: 1
cage: 1
ours: 1
baleful: 1
weeds: 1
precious-juiced: 1
burying: 1
womb,: 1
divers: 1
sucking: 1
natural: 1
find,: 1
virtues: 1
excellent,: 1
None: 1
different.: 1
mickle: 1
powerful: 1
plants,: 1
stones,: 1
qualities:: 1
special: 1
give,: 1
strain'd: 1
Revolts: 1
stumbling: 1
abuse:: 1
Virtue: 1
vice,: 1
misapplied;: 1
vice: 1
action: 1
dignified.: 1
infant: 1
rind: 1
Poison: 1
residence: 1
medicine: 1
power:: 1
smelt,: 1
cheers: 1
each: 1
tasted,: 1
slays: 1
senses: 1
opposed: 1
kings: 1
encamp: 1
predominant,: 1
canker: 1
eats: 1
plant.: 1
Benedicite!: 1
saluteth: 1
argues: 1
distemper'd: 1
bed:: 1
Care: 1
lodges,: 1
unbruised: 1
unstuff'd: 1
brain: 1
couch: 1
limbs,: 1
reign:: 1
earliness: 1
assure: 1
up-roused: 1
distemperature;: 1
right,: 1
true;: 1
sweeter: 1
Rosaline?: 1
no;: 1
been,: 1
enemy,: 1
wounded: 1
wounded:: 1
remedies: 1
physic: 1
lies:: 1
hatred,: 1
intercession: 1
steads: 1
plain,: 1
homely: 1
drift;: 1
Riddling: 1
riddling: 1
plainly: 1
Capulet:: 1
mine;: 1
combined,: 1
combine: 1
marriage:: 1
woo'd: 1
vow,: 1
pass;: 1
to-day.: 1
Francis,: 1
dear,: 1
forsaken?: 1
hearts,: 1
Jesu: 1
Maria,: 1
brine: 1
sallow: 1
Rosaline!: 1
thrown: 1
season: 1
taste!: 1
clears,: 1
groans: 1
ears;: 1
Lo,: 1
stain: 1
yet:: 1
thine,: 1
Rosaline:: 1
changed?: 1
Women: 1
chid'st: 1
doting,: 1
pupil: 1
bad'st: 1
allow;: 1
rote: 1
spell.: 1
waverer,: 1
respect: 1
assistant: 1
be;: 1
alliance: 1
households': 1
rancour: 1
Wisely: 1
slow;: 1
stumble: 1
fast.: 1
father's;: 1
hard-hearted: 1
Torments: 1
sure: 1
mad.: 1
challenge,: 1
Any: 1
letter's: 1
dares,: 1
dared.: 1
Alas: 1
stabbed: 1
wench's: 1
eye;: 1
love-song;: 1
pin: 1
cleft: 1
bow-boy's: 1
butt-shaft:: 1
courageous: 1
captain: 1
compliments.: 1
prick-song,: 1
distance,: 1
proportion;: 1
rests: 1
minim: 1
two,: 1
third: 1
bosom:: 1
butcher: 1
button,: 1
duellist,: 1
duellist;: 1
cause:: 1
passado!: 1
punto: 1
reverso!: 1
hai!: 1
pox: 1
antic,: 1
lisping,: 1
affecting: 1
fantasticoes;: 1
tuners: 1
accents!: 1
'By: 1
blade!: 1
tall: 1
whore!': 1
grandsire,: 1
afflicted: 1
flies,: 1
fashion-mongers,: 1
perdona-mi's,: 1
ease: 1
bench?: 1
bones!: 1
roe,: 1
dried: 1
herring:: 1
fishified!: 1
numbers: 1
Petrarch: 1
flowed: 1
Laura: 1
kitchen-wench;: 1
be-rhyme: 1
Dido: 1
dowdy;: 1
Cleopatra: 1
gipsy;: 1
Helen: 1
Hero: 1
hildings: 1
harlots;: 1
Thisbe: 1
purpose.: 1
bon: 1
jour!: 1
salutation: 1
slop.: 1
ship,: 1
slip;: 1
conceive?: 1
Pardon,: 1
business: 1
great;: 1
strain: 1
yours: 1
constrains: 1
hams.: 1
Meaning,: 1
court'sy.: 1
kindly: 1
exposition.: 1
pink: 1
Pink: 1
Right.: 1
pump: 1
flowered.: 1
said:: 1
pump,: 1
single: 1
worn,: 1
singular.: 1
single-soled: 1
jest,: 1
solely: 1
singular: 1
singleness.: 1
Switch: 1
spurs,: 1
switch: 1
spurs;: 1
match.: 1
chase,: 1
than,: 1
five:: 1
sweeting;: 1
sharp: 1
sauce.: 1
cheveril,: 1
stretches: 1
inch: 1
narrow: 1
ell: 1
broad!: 1
stretch: 1
'broad;': 1
added: 1
proves: 1
groaning: 1
sociable,: 1
nature:: 1
drivelling: 1
natural,: 1
runs: 1
lolling: 1
bauble: 1
hole.: 1
desirest: 1
hair.: 1
large.: 1
deceived;: 1
short:: 1
depth: 1
tale;: 1
meant,: 1
indeed,: 1
occupy: 1
argument: 1
longer.: 1
goodly: 1
gear!: 1
sail,: 1
Two,: 1
shirt: 1
smock.: 1
Peter.: 1
fan's: 1
den,: 1
gentlewoman.: 1
den?: 1
bawdy: 1
dial: 1
prick: 1
noon.: 1
One,: 1
mar.: 1
'for: 1
mar,': 1
a'?: 1
older: 1
youngest: 1
worse.: 1
worst: 1
took,: 1
faith;: 1
wisely,: 1
wisely.: 1
confidence: 1
indite: 1
supper.: 1
bawd!: 1
found?: 1
lenten: 1
pie,: 1
stale: 1
Sings: 1
score,: 1
hoars: 1
father's?: 1
dinner,: 1
Singing: 1
'lady,: 1
lady.': 1
merchant: 1
ropery?: 1
talk,: 1
month.: 1
down,: 1
lustier: 1
Jacks;: 1
cannot,: 1
flirt-gills;: 1
skains-mates.: 1
suffer: 1
pleasure?: 1
pleasure;: 1
had,: 1
vexed,: 1
quivers.: 1
inquire: 1
out;: 1
fool's: 1
paradise,: 1
gross: 1
behavior,: 1
say:: 1
gentlewoman: 1
double: 1
offered: 1
dealing.: 1
protest: 1
protest;: 1
gentlemanlike: 1
offer.: 1
afternoon;: 1
shrived: 1
pains.: 1
penny.: 1
abbey: 1
tackled: 1
stair;: 1
top-gallant: 1
convoy: 1
trusty,: 1
quit: 1
pains:: 1
secret?: 1
putting: 1
steel.: 1
NURSE: 1
lady--Lord,: 1
Lord!: 1
prating: 1
thing:--O,: 1
nobleman: 1
aboard;: 1
lief: 1
properer: 1
clout: 1
versal: 1
letter?: 1
R.: 1
Ah.: 1
mocker!: 1
dog's: 1
R: 1
the--No;: 1
letter:--and: 1
sententious: 1
rosemary,: 1
Commend: 1
lady.: 1
times.: 1
apace.: 1
clock: 1
promised: 1
Perchance: 1
lame!: 1
heralds: 1
thoughts,: 1
faster: 1
glide: 1
sun's: 1
Driving: 1
louring: 1
hills:: 1
nimble-pinion'd: 1
doves: 1
wind-swift: 1
wings.: 1
highmost: 1
hill: 1
journey,: 1
warm: 1
ball;: 1
bandy: 1
folks,: 1
feign: 1
Unwieldy,: 1
slow,: 1
